name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,Star Type Complex,Star Type Simple
Kepler-951 b,1248,14.841,Neptune-like,2016,26.7,5972200000000000000000000,0.499,11.209,0.3091,0.19575633,0,Transit,F6 V,F
Kepler-953 b,845,11.871,Neptune-like,2016,16.5,5972200000000000000000000,0.376,11.209,0.392,0.24202602,0,Transit,G7 IV/V,G
Kepler-954 b,704,13.095,Neptune-like,2016,5.99,5972200000000000000000000,0.207,11.209,0.118,0.04599589,0,Transit,G9 V,G
Kepler-955 b,1795,14.734,Neptune-like,2016,9.96,5972200000000000000000000,0.279,11.209,0.1083,0.039698835,0,Transit,M2.5 V,M
Kepler-956 b,1778,13.387,Neptune-like,2016,9.27,5972200000000000000000000,0.268,11.209,0.0596,0.014236824,0,Transit,M2.5 V,M
Kepler-957 b,2690,15.833,Neptune-like,2016,25.9,5972200000000000000000000,0.491,11.209,0.0559,0.01615332,0,Transit,G8 V,G
Kepler-990 b,2617,14.716,Neptune-like,2016,7.27,5972200000000000000000000,0.232,11.209,0.0883,0.027104722,0,Transit,M4,M
Kepler-9 c,2049,13.922,Neptune-like,2010,29.9,5972200000000000000000000,0.721,11.209,0.227,0.10677618,0.07,Transit,K2 V,K
KIC 5437945 b,4156,13.834,Neptune-like,2015,33.6,5972200000000000000000000,0.571,11.209,1.1455,1.2068446,0,Transit,K2 V,K
KOI-142 b,1229,13.209,Neptune-like,2013,9.5,5972200000000000000000000,0.307,11.209,0.098,0.029842572,0.06,Transit,M V,M
KOI-1783.02,2824,13.978,Neptune-like,2020,15,5972200000000000000000000,0.485,11.209,0.8453,0.7780972,0,Transit,M V,M
KOI-1833 d,947,14.626,Super Earth,2021,11.02,5972200000000000000000000,0.23,11.209,0.0634,0.021081451,0,Transit,G6 V,G
KOI-94 c,1556,12.314,Neptune-like,2013,15.6,5972200000000000000000000,0.385,11.209,0.1013,0.028473647,0.43,Transit,G7 V,G
KOI-94 e,1556,12.314,Neptune-like,2013,35,5972200000000000000000000,0.585,11.209,0.3046,0.1486653,0.02,Transit,G2,G
KOI-984 b,824,12.795,Neptune-like,2022,17.1,5972200000000000000000000,0.384,11.209,0.0504,0.011772759,0.12,Transit,M(3.5+/-0.5) V,M
OGLE-2007-BLG-368L b,19246,17.71,Neptune-like,2009,20,5972200000000000000000000,0.421,11.209,2.8,5.9,0,Gravitational Microlensing,M3.3,M
TCP J05074264+2447555 b,1647,14.243,Neptune-like,2018,20,5972200000000000000000000,0.421,11.209,0.94,1.1863108,0,Gravitational Microlensing,F,F
TOI-1231 b,90,12.36,Neptune-like,2021,15.4,5972200000000000000000000,0.326,11.209,0.1288,0.066255994,0.09,Transit,K4 V,K
TOI-1246 b,553,11.632,Neptune-like,2022,8.1,5972200000000000000000000,0.269,11.209,0.049,0.011772759,0,Transit,K4 V,K
TOI-132 b,534,11.197,Neptune-like,2020,22.4,5972200000000000000000000,0.305,11.209,0.026,0.005749486,0.06,Transit,K2 V,K
TOI-1338 b,1302,11.722,Neptune-like,2020,33,5972200000000000000000000,0.611,11.209,0.4607,0.2606434,0.09,Transit,K2 V,K
TOI-178 d,205,11.955,Neptune-like,2021,3.01,5972200000000000000000000,0.229,11.209,0.0592,0.018069815,0,Transit,G3 V,G
TOI-178 f,205,11.955,Super Earth,2021,7.72,5972200000000000000000000,0.204,11.209,0.1039,0.04161533,0,Transit,G3 V,G
TOI-178 g,205,11.955,Neptune-like,2021,3.94,5972200000000000000000000,0.256,11.209,0.1275,0.056673512,0,Transit,G3 V,G
TOI-216.02,580,12.324,Neptune-like,2019,18.75188,5972200000000000000000000,0.714,11.209,0.1293,0.047091037,0.16,Transit,G3,G
TOI-2196 b,848,12.297,Neptune-like,2022,26,5972200000000000000000000,0.313,11.209,0.02234,0.003285421,0,Transit,G3,G
TOI-277 b,211,13.632,Neptune-like,2022,7.51,5972200000000000000000000,0.236,11.209,0.0269,0.010951404,0,Transit,G2 V,G
TOI-3884 b,141,15.744,Neptune-like,2022,16.5,5972200000000000000000000,0.535,11.209,0.0354,0.012320329,0.32,Transit,G2 V,G
TOI-4479 b,263,15.18,Neptune-like,2022,8.35,5972200000000000000000000,0.252,11.209,0.0164,0.003285421,0,Transit,M4 V,M
TOI-451 c,404,10.939,Neptune-like,2020,9.8,5972200000000000000000000,0.277,11.209,0.0823,0.025188226,0,Transit,M4 V,M
TOI-451 d,404,10.939,Neptune-like,2020,15.6,5972200000000000000000000,0.363,11.209,0.1208,0.044900753,0,Transit,M4 V,M
TOI-561 d,280,10.252,Super Earth,2020,11.95,5972200000000000000000000,0.226,11.209,0.1569,0.07008898,0.05,Transit,G8,G
TOI-561 e,280,10.252,Super Earth,2020,16,5972200000000000000000000,0.238,11.209,0.3274,0.21136208,0.06,Transit,G3,G
TOI-561 f,280,10.252,Neptune-like,2020,3,5972200000000000000000000,0.207,11.209,0.1174,0.044626966,0,Transit,G3,G
TOI-674 b,150,14.203,Neptune-like,2021,23.6,5972200000000000000000000,0.468,11.209,0.025,0.005475702,0,Transit,G4,G
TOI-700 c,102,13.151,Neptune-like,2020,7.27,5972200000000000000000000,0.232,11.209,0.0929,0.044079397,0.07,Transit,G7,G
TOI-712 c,191,10.838,Neptune-like,2022,7.76,5972200000000000000000000,0.241,11.209,0.2447,0.14154689,0.09,Transit,G3,G
TOI-763 c,310,10.265,Neptune-like,2020,9.32,5972200000000000000000000,0.235,11.209,0.1011,0.033675566,0.04,Transit,K0,K
TOI-813 b,858,10.358,Neptune-like,2020,36.4,5972200000000000000000000,0.599,11.209,0.423,0.22970569,0,Transit,K0,K
TOI-824 b,209,11.314,Super Earth,2020,18.467,5972200000000000000000000,0.261,11.209,0.02177,0.003832991,0,Transit,G9,G
TOI-849 b,736,11.981,Gas Giant,2020,39.09,5972200000000000000000000,0.307,11.209,0.01598,0.002190281,0,Transit,G9,G
TOI-969 b,252,11.646,Neptune-like,2022,9.1,5972200000000000000000000,0.247,11.209,0.02636,0.004928131,0,Transit,G7,G
V1298 Tauri c,353,10.115,Neptune-like,2019,26.7,5972200000000000000000000,0.499,11.209,0.0825,0.022450376,0.43,Transit,G2,G
V1298 Tauri d,353,10.115,Neptune-like,2019,33.6,5972200000000000000000000,0.572,11.209,0.1083,0.03394935,0.21,Transit,G2,G
WASP-107 b,211,11.592,Neptune-like,2017,30.5,5972200000000000000000000,0.94,11.209,0.055,0.015605749,0.06,Transit,F9,F
WASP-166 b,372,9.351,Neptune-like,2019,32.10083,5972200000000000000000000,0.63,11.209,0.0641,0.014784395,0,Transit,M3,M
WASP-47 d,864,11.936,Neptune-like,2015,14.2,5972200000000000000000000,0.318,11.209,0.085,0.024640657,0.01,Transit,K7,K
Wolf 1061 d,14,10.1,Neptune-like,2015,7.7,5972200000000000000000000,0.24,11.209,0.47,0.5946612,0.55,Radial Velocity,G2,G
11 Comae Berenices b,304,4.72307,Gas Giant,2007,19.4,1898130000000000000000000000,1.08,11.209,1.29,0.8925394,0.23,Radial Velocity,G4,G
11 Ursae Minoris b,409,5.013,Gas Giant,2009,14.74,1898130000000000000000000000,1.09,11.209,1.53,1.4,0.08,Radial Velocity,M1,M
14 Andromedae b,246,5.23133,Gas Giant,2008,4.8,1898130000000000000000000000,1.15,11.209,0.83,0.5086927,0,Radial Velocity,K0,K
14 Herculis b,58,6.61935,Gas Giant,2002,8.13881,1898130000000000000000000000,1.12,11.209,2.773069,4.8,0.37,Radial Velocity,G4,G
16 Cygni B b,69,6.215,Gas Giant,1996,1.78,1898130000000000000000000000,1.2,11.209,1.66,2.2,0.68,Radial Velocity,G4,G
17 Scorpii b,408,5.22606,Gas Giant,2020,4.32,1898130000000000000000000000,1.15,11.209,1.45,1.6,0.06,Radial Velocity,G4,G
18 Delphini b,249,5.51048,Gas Giant,2008,10.3,1898130000000000000000000000,1.11,11.209,2.6,2.7,0.08,Radial Velocity,G7,G
1RXS J160929.1-210524 b,454,12.618,Gas Giant,2008,8,1898130000000000000000000000,1.664,11.209,330,6505.9,0,Direct Imaging,G4,G
2MASS J12073346-3932539 b,210,20.15,Gas Giant,2004,5,1898130000000000000000000000,1.15,11.209,55,2885.9,0,Direct Imaging,M V,M
51 Pegasi b,50,5.45309,Gas Giant,1995,0.46,1898130000000000000000000000,1.27,11.209,0.0527,0.011498973,0.01,Radial Velocity,K7.5 V,K
55 Cancri b,41,5.95084,Gas Giant,1996,0.8306,1898130000000000000000000000,1.24,11.209,0.1134,0.040246405,0,Radial Velocity,K7.5 V,K
AB Pictoris b,163,9.13,Gas Giant,2005,13.5,1898130000000000000000000000,1.1,11.209,260,4421.7,0,Direct Imaging,G4 V,G
BD+63 1405 b,124,8.96,Gas Giant,2021,3.96,1898130000000000000000000000,1.16,11.209,2.06,3.3,0.88,Radial Velocity,K3 V,K
Beta Cancri b,290,3.51012,Gas Giant,2014,7.8,1898130000000000000000000000,1.12,11.209,1.7,1.7,0.08,Radial Velocity,K3 V,K
CoRoT-16 b,2389,16.052,Gas Giant,2011,0.535,1898130000000000000000000000,1.17,11.209,0.0618,0.014784395,0.33,Transit,M2.5 V,M
CoRoT-1 b,2570,13.623,Gas Giant,2008,1.03,1898130000000000000000000000,1.49,11.209,0.02752,0.004106776,0,Transit,M3.0,M
CoRoT-20 c,2753,14.63,Gas Giant,2018,17,1898130000000000000000000000,1.09,11.209,2.9,4.6,0.6,Radial Velocity,F8 V,F
CoRoT-21 b,4563,16.058,Gas Giant,2012,2.26,1898130000000000000000000000,1.3,11.209,0.0417,0.007392197,0,Transit,G0 IV,G
